patent_no,http,url
4772709,https://www.google.com/patents/US,
4774251,https://www.google.com/patents/US,
4775409,https://www.google.com/patents/US,
4775624,https://www.google.com/patents/US,
4775659,https://www.google.com/patents/US,
4775751,https://www.google.com/patents/US,
4777260,https://www.google.com/patents/US,
4777291,https://www.google.com/patents/US,
4777298,https://www.google.com/patents/US,
4777299,https://www.google.com/patents/US,
4778894,https://www.google.com/patents/US,
4782063,https://www.google.com/patents/US,
4782139,https://www.google.com/patents/US,
4782144,https://www.google.com/patents/US,
4782152,https://www.google.com/patents/US,
4783405,https://www.google.com/patents/US,
4791106,https://www.google.com/patents/US,
4791110,https://www.google.com/patents/US,
4795706,https://www.google.com/patents/US,
4795815,https://www.google.com/patents/US,
4797272,https://www.google.com/patents/US,
4797275,https://www.google.com/patents/US,
4797286,https://www.google.com/patents/US,
4797405,https://www.google.com/patents/US,
4798834,https://www.google.com/patents/US,
4800157,https://www.google.com/patents/US,
4801326,https://www.google.com/patents/US,
4801594,https://www.google.com/patents/US,
4801616,https://www.google.com/patents/US,
4801688,https://www.google.com/patents/US,
4801712,https://www.google.com/patents/US,
4801718,https://www.google.com/patents/US,
4808614,https://www.google.com/patents/US,
4810710,https://www.google.com/patents/US,
4814438,https://www.google.com/patents/US,
4818531,https://www.google.com/patents/US,
4820694,https://www.google.com/patents/US,
4820695,https://www.google.com/patents/US,
4820713,https://www.google.com/patents/US,
4820722,https://www.google.com/patents/US,
4820723,https://www.google.com/patents/US,
4820832,https://www.google.com/patents/US,
4820845,https://www.google.com/patents/US,
4824863,https://www.google.com/patents/US,
4826841,https://www.google.com/patents/US,
4826986,https://www.google.com/patents/US,
4826992,https://www.google.com/patents/US,
4826993,https://www.google.com/patents/US,
4828142,https://www.google.com/patents/US,
4830967,https://www.google.com/patents/US,
4831145,https://www.google.com/patents/US,
4833145,https://www.google.com/patents/US,
4835159,https://www.google.com/patents/US,
4835168,https://www.google.com/patents/US,
4835181,https://www.google.com/patents/US,
4835254,https://www.google.com/patents/US,
4839341,https://www.google.com/patents/US,
4843002,https://www.google.com/patents/US,
4845127,https://www.google.com/patents/US,
4845128,https://www.google.com/patents/US,
4845194,https://www.google.com/patents/US,
4845224,https://www.google.com/patents/US,
4845227,https://www.google.com/patents/US,
